yy,mm,dd,Time,river,week,site,loc,period,wt_lbs,wt_kg,lgth,freq,Flbin
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,230,21,230
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,235,35,235
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,240,34,240
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,245,38,245
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,250,46,250
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,255,37,255
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,260,30,260
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,265,10,265
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,270,3,270
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,275,9,275
2009,6,6,1010,SW MARGAREE,6,26,LOWER,AM,123,55.8,280,4,280
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,205,1,205
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,210,1,210
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,215,2,215
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,220,6,220
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,225,11,225
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,230,29,230
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,235,36,235
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,240,41,240
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,245,42,245
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,250,44,250
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,255,29,255
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,260,29,260
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,265,14,265
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,270,8,270
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,275,5,275
2009,6,6,1545,SW MARGAREE,6,41,UPPER,PM,131,59.4,280,3,280
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,200,1,200
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,205,3,205
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,210,1,210
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,215,1,215
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,220,13,220
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,225,14,225
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,230,40,230
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,235,51,235
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,240,51,240
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,245,45,245
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,250,28,250
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,255,33,255
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,260,28,260
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,265,14,265
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,270,1,270
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,275,2,275
2009,6,9,1010,SW MARGAREE,7,26,LOWER,AM,135,61.2,280,1,280
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,215,3,215
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,220,13,220
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,225,14,225
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,230,39,230
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,235,54,235
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,240,53,240
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,245,45,245
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,250,35,250
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,255,30,255
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,260,2,260
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,265,4,265
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,270,3,270
2009,6,10,1115,SW MARGAREE,7,41,UPPER,AM,91,41.3,275,1,275
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,215,14,215
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,220,16,220
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,225,17,225
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,230,52,230
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,235,50,235
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,240,52,240
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,245,41,245
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,250,38,250
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,255,18,255
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,260,12,260
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,265,2,265
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,275,1,275
2009,6,11,1025,SW MARGAREE,7,26,LOWER,AM,125,56.7,280,1,280
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,230,3,230
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,235,3,235
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,240,3,240
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,245,5,245
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,250,11,250
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,255,8,255
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,260,9,260
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,265,5,265
2010,5,4,1400,SW MARGAREE,2,26,LOWER,AM,24,10.9,270,3,270
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,225,2,225
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,230,7,230
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,235,13,235
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,240,24,240
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,245,34,245
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,250,47,250
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,255,45,255
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,260,44,260
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,265,18,265
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,270,15,270
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,275,7,275
2010,5,4,1455,SW MARGAREE,2,41,UPPER,PM,123,55.8,280,3,280
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,230,4,230
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,235,10,235
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,240,14,240
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,245,26,245
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,250,44,250
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,255,33,255
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,260,40,260
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,265,27,265
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,270,17,270
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,275,6,275
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,280,2,280
2010,5,5,1425,SW MARGAREE,2,41,UPPER,PM,108,49,285,1,285
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,225,2,225
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,230,8,230
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,235,4,235
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,240,22,240
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,245,19,245
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,250,25,250
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,255,21,255
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,260,19,260
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,265,5,265
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,270,7,270
2010,5,7,1100,SW MARGAREE,2,41,UPPER,AM,62,28.1,280,2,280
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,220,1,220
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,225,1,225
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,230,16,230
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,235,19,235
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,240,37,240
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,245,33,245
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,250,45,250
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,255,47,255
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,260,21,260
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,265,13,265
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,270,10,270
2010,5,7,,SW MARGAREE,2,26,LOWER,PM,115,52.2,275,3,275
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,230,3,230
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,235,7,235
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,240,12,240
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,245,14,245
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,250,10,250
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,255,21,255
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,260,10,260
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,265,9,265
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,270,3,270
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,275,1,275
2010,5,11,1450,SW MARGAREE,3,26,LOWER,AM,43,19.5,280,1,280
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,235,1,235
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,240,11,240
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,245,9,245
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,250,15,250
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,255,13,255
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,260,12,260
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,265,6,265
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,270,5,270
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,275,2,275
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,280,1,280
2010,5,11,1540,SW MARGAREE,3,26,LOWER,PM,36,16.3,285,1,285
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,225,1,225
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,230,4,230
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,235,9,235
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,240,12,240
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,245,10,245
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,250,12,250
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,255,7,255
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,260,8,260
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,265,3,265
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,270,2,270
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,275,1,275
2010,5,12,1430,SW MARGAREE,3,41,UPPER,AM,32,14.5,285,1,285
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,220,1,220
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,225,4,225
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,230,5,230
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,235,12,235
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,240,24,240
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,245,31,245
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,250,42,250
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,255,43,255
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,260,24,260
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,265,15,265
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,270,8,270
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,275,3,275
2010,5,13,1030,SW MARGAREE,3,26,LOWER,AM,102,46.3,290,1,290
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,230,10,230
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,235,19,235
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,240,36,240
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,245,40,245
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,250,59,250
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,255,48,255
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,260,33,260
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,265,24,265
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,270,12,270
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,275,10,275
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,280,1,280
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,285,1,285
2010,5,14,1115,SW MARGAREE,3,26,LOWER,AM,137,62.1,290,1,290
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,225,1,225
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,230,10,230
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,235,30,235
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,240,51,240
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,245,47,245
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,250,47,250
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,255,51,255
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,260,36,260
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,265,19,265
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,270,16,270
2010,5,15,1030,SW MARGAREE,3,26,LOWER,AM,144,65.3,275,5,275
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,225,2,225
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,230,17,230
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,235,18,235
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,240,34,240
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,245,42,245
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,250,48,250
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,255,36,255
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,260,39,260
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,265,18,265
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,270,9,270
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,275,9,275
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,280,2,280
2010,5,19,1345,SW MARGAREE,4,26,LOWER,AM,129,58.5,285,3,285
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,220,1,220
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,225,3,225
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,230,15,230
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,235,19,235
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,240,21,240
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,245,25,245
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,250,40,250
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,255,31,255
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,260,30,260
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,265,15,265
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,270,10,270
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,275,6,275
2010,5,19,1630,SW MARGAREE,4,26,LOWER,PM,100,45.4,280,2,280
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,225,1,225
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,230,6,230
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,235,10,235
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,240,24,240
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,245,44,245
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,250,36,250
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,255,40,255
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,260,46,260
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,265,28,265
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,270,24,270
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,275,9,275
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,285,1,285
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,290,1,290
2010,5,20,1050,SW MARGAREE,4,25,LOWER,AM,134,60.8,295,1,295
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,225,1,225
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,230,3,230
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,235,11,235
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,240,21,240
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,245,41,245
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,250,51,250
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,255,49,255
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,260,43,260
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,265,30,265
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,270,7,270
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,275,1,275
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,280,2,280
2010,5,21,850,SW MARGAREE,4,5,LOWER,AM,97,44,285,4,285
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,220,2,220
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,225,3,225
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,230,5,230
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,235,12,235
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,240,17,240
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,245,37,245
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,250,53,250
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,255,35,255
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,260,47,260
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,265,28,265
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,270,23,270
2010,5,21,,SW MARGAREE,4,41,UPPER,PM,127,57.6,300,7,300
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,225,2,225
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,230,4,230
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,235,26,235
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,240,31,240
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,245,46,245
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,250,51,250
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,255,42,255
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,260,44,260
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,265,23,265
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,270,5,270
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,275,3,275
2010,5,22,925,SW MARGAREE,4,35,UPPER,AM,125,56.7,280,3,280
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,225,3,225
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,230,16,230
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,235,29,235
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,240,43,240
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,245,49,245
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,250,39,250
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,255,36,255
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,260,36,260
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,265,12,265
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,270,6,270
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,275,1,275
2010,5,22,1445,SW MARGAREE,4,26,LOWER,PM,118,53.5,280,1,280
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,230,8,230
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,235,19,235
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,240,58,240
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,245,38,245
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,250,61,250
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,255,34,255
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,260,36,260
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,265,32,265
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,270,13,270
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,275,8,275
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,280,3,280
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,285,1,285
2010,5,25,940,SW MARGAREE,5,25,LOWER,AM,145,65.8,295,1,295
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,220,1,220
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,225,3,225
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,230,14,230
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,235,32,235
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,240,43,240
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,245,46,245
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,250,57,250
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,255,50,255
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,260,45,260
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,265,24,265
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,270,9,270
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,275,4,275
2010,5,25,1445,SW MARGAREE,5,26,LOWER,PM,151,68.5,280,4,280
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,230,12,230
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,235,36,235
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,240,47,240
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,245,45,245
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,250,40,250
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,255,29,255
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,260,21,260
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,265,15,265
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,270,10,270
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,275,2,275
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,280,1,280
2010,5,26,900,SW MARGAREE,5,25,LOWER,AM,114,51.7,285,1,285
2010,5,27,840,SW MARGAREE,5,26,LOWER,AM,117,53.1,225,1,225
2010,5,27,840,SW MARGAREE,5,26,LOWER,AM,117,53.1,230,16,230
2010,5,27,840,SW MARGAREE,5,26,LOWER,AM,117,53.1,235,32,235
2010,5,27,840,SW MARGAREE,5,26,LOWER,AM,117,53.1,240,50,240
